text,vader_sentiment,vader_sentiment_label,
"Woo! Two days till awesome gig, one day till Uni is finished for 12 days  #gigs #3yp",0.8172,Positive,
No TV and no internet make Catherine something something?,-0.5267,Negative,
Anyone have some advice??? I need it!!,0,Neutral,
Just found mj mouse flats at DJs. Of course there are none left in my size,0,Neutral,
I`m dreading hearing even worse news tonight,-0.7579,Negative,
"so now that I have a whole 20 followers, 5 of them actual people, I don`t know what to write in here anymore",0,Neutral,
haappy bank holiday  2 weeeeks. aah!,0.4574,Positive,
  I thought  was against licensing stores bc it takes away from the experience they want to provide,0.0772,Positive,
_a_michael It doesn`t look like you`re tired in the pic.  Don`t work too hard.,-0.2023,Negative,
so I slept in a little...well a lot. whooops,0,Neutral,
says my new layout is so cute x) see the cuties ? hahahah  http://plurk.com/p/suqp6,0.7944,Positive,
" Good night, Rob. Sleep well. Safe travels tomorrow!",0.5562,Positive,
 i know i suck.  my data plan is weak sauce.,-0.7003,Negative,
" Well I will be making beds, creating noise & cleaning cleaning all day long.  With music & a smile  x",0.7003,Positive,
"  Bit of New Scientist, this weeks an last weeks, and Watership Down",0,Neutral,
 dear oh dear.....,0.3818,Positive,
my monday running so fast!,0,Neutral,
playing at my old school playground still the same except them lame **** got rid of the tire swing,-0.25,Negative,
happy mommah`s day to your moms  http://plurk.com/p/stqya,0.5719,Positive,
_Cal Work or...(hehe mind in the gutter)! I`m sittin here doin this student loan thing.,0,Neutral,
" Lol - I could have written that - would be good to have 2 Mondays this week, then I might catch up x",0.6908,Positive,
 you`re surrounded by them! I have no official nieces/nephews yet,-0.3595,Negative,
 Cant wait for DTE in Michigan this summer you guys are great look for me in the customized NKOTB Track Jacket,0.6249,Positive,
 nope i have a fifth generation ipod classic  it likes to be dumb,-0.128,Negative,
 meetings are overrated.,0,Neutral,
 I love the smell of procrastination in the morning... oder so.,0.6369,Positive,
 I considered being a nurse when I was younger but I really don`t think I could cope if a baby died,-0.7096,Negative,
 I know.  I am definitely going to try and see Up this weekend.,0.4019,Positive,
 Nice!!!!!!!! I WILL be there,0,Neutral,
Oh No!!!! I must be gettin old!!!! My mom use to watch this show....I miss her,-0.4153,Negative,
" lol that just totally made me laugh, which made my day",0.7693,Positive,
tonight was fun,0.5106,Positive,
 this creepy guy when I was walking the dog  I`ve had my fill of creepers for the day,0,Neutral,
Good morning!  Just took the longest shower ive ever taken in my life. Like 45 to 50 min shower!! Woah. lol,0.8433,Positive,
is on facebook,0,Neutral,
I get to drive my dad to the airport so he can fly to Vegas for the WSOP... I wanna go to Vegas...,0,Neutral,
Franco made breakfast for Mom. Here he`s trying to cut the strawberries (only safe knife  #fb http://twitpic.com/4wsmw,0.2023,Positive,
" http://twitpic.com/4w9h2 better in person had to send u this, I feel like mouse from 'The American Tail' . Over in RI!",0.69,Positive,
"Allergies  sun is out, wearing shorts.  Stuck with my advisory the whole day.... This should be boring. Except fun. If people make it fun?",0.5106,Positive,
 Thank you! You should know that I am both happy and sad (all at the same time) to know that. You`ve got 'The Right Stuff',0.5255,Positive,
"_merchant I agree, but teenage daughter will be spending my money on the movie of their concert this week.",0.1901,Positive,
Someone out there will soon  be the lucky recipient of my 5000th Tweet. Oh wait. ****. THIS was it!,0.4753,Positive,
Good  morning! Just went to bed it feels and already morning...goes fast! Now i am going to the gym soon. Have a nice day!,0.7633,Positive,
 one of our governors is one of the directors of the company,0,Neutral,
no internet for a week or longer,-0.296,Negative,
Jesus Christ meadowhall could do with better air con! Too hot,0.4926,Positive,
Is listening to P!nk tunage and trying to teach my cat to dance to it... I think she`s getting it we can be backing dancers by next tour,0.1007,Positive,
 I sure she can,0.3182,Positive,
"Getting ready for work and the sun is shining, plus it`s the w/e! Bgt tonight..... what am I gonna do after it`s finished?!",0.4738,Positive,
"this aztec mask is harder then i thought! but u kno what, i think i did a pretty good job for not being an artist",0.857,Positive,
"Listenin to some old school new found glory. Hedro, gimi a high school band i can down load. Besides home grown....",0.5423,Positive,
"Kelly Kelly pays your bills @ 12:15, Kaden pays em @ 5:15 and  just wants you to follow him. lol He dosent get to pay bills",0.34,Positive,
 i want to gooo,0.0772,Positive,
evryone come here http://www.blogtv.com/People/GinaNicole2 were spamming so much and blogtv is glitching and it might work,-0.4767,Negative,
Ready for tomorrow. My mommy will get her gift for Mother`s Day. Hope she LOVES it!,0.919,Positive,
Ugh fun concert  screen cracked on phone again because it fell... =\,-0.1779,Negative,
 if you take backstreet boya and put them in silk mc hammer pants with sgt peppers/beatles coats and lame music then you have SMAP,-0.4215,Negative,
"So happy, my VStudio shortcuts are backkk",0.6115,Positive,
 can`t wait to hear the evp! And cuuuute picture.,0,Neutral,
Headed to verizon. Praying that pinkberry is going to make it.,0.3612,Positive,
Awaiting reply from two projects. One cancelled.,-0.25,Negative,
Coco still out,0,Neutral,
 Have You Watched You Belong With Me?   By My Lovely Sister ) Kiddin.,0.5859,Positive,
 Hello again  How`d ur saturday go?,0,Neutral,
 why aren`t you showing up as a #spymaster in my screen?,0,Neutral,
"Well, Sacramento, I hope you appreciate Rivkah Sass & treat her well. I`ll be sitting here in Omaha, pouting",0.8885,Positive,
Leaving the beach .. Having a great day with vicente .. We needed this time together,0.6249,Positive,
"Got caught in the rain. Sand Monsoon all the way home, even though i looked like a complete idiot",-0.2023,Negative,
just left & already misses Nashville  be back sunday,-0.2263,Negative,
Going to bed after the CAVS game  Don`t judge me LOL,0.5473,Positive,
" you`re a busy Bob, I`m jealous. I`m not sure I can even afford to go meet John de Lancie and Leonard Nimoy",-0.6075,Negative,
I am living in a country where the government is ALWAYS a circus show ... sad but true...,-0.2617,Negative,
went twitter crazy! last nigh :p well thats what happens when u got nothin ta do at 2 o`clock in da mornin,0.3382,Positive,
 I want chocolate!,0.1511,Positive,
"http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?",-0.6681,Negative,
 yep  but I`m going better now,0.6652,Positive,
Fun is being had.,0.5106,Positive,
$#@! My nose stud fell out and I can`t find it  Looks like I`ll have to head into Amsterdam today and get a new one,0.4199,Positive,
_by_spork we shall see,0,Neutral,
_other Excellent analogy,0.5719,Positive,
Good morning tweeps. Busy this a.m. but not in a working way,0.2382,Positive,
" lmao, im only joking mate",0.7003,Positive,
 FOLLOW ME BABY U SAID N DA CHAT U WILL  LUV YA GOODNITE,0,Neutral,
"been busy at work, now must run before traffic is too bad.",-0.5423,Negative,
got a rad new t-shirt from my aunt. Made from some cool shiny shiny pink material.,0.3182,Positive,
 it was an awesome talk  find it very true that i am watching the ruby community closely,0.8016,Positive,
#f1 in a few hours guess who is sleepin in the living room,0,Neutral,
 hahaha niene ur soo smart.! lmao i think that is who its by..  good lookin.. whts up gurlie?? i come home this weekend.!,0.9071,Positive,
http://twitpic.com/664oz - this is what happens when i have no models,-0.296,Negative,
"I hereby announce that I am... employed! Couldn`t be happier, Alhamdulillah!",0.6103,Positive,
"i juz registered my cp in twitter, but my tweets wont go thru? Argh..Hmm wanna follow my idols lyk  away from the PC..",0,Neutral,
"Speaking,,,Speaking ...",0,Neutral,
Paid all my bills only to go out to the mailbox to find more of them,0,Neutral,
" I could, but that would require today not to be a duvet day. I imagine that my outfit for the Wendyhouse will be photo worthy",0.5927,Positive,
" Glad to hear you made it out, I hear that place used to be it`s own country  Looking forward to your arrival!",0.5093,Positive,
"found a swing set for sale 2 blocks from home, super cheap. I want it 4 my kids but no one is answering the phone # listed",-0.1655,Negative,
So many farewell parties! sad to see people leaving ..,-0.1099,Negative,
 - Still a pity it comes with no lamb though,-0.5267,Negative,
 I`ve got cups but you gotta come get them,0,Neutral,
"TAKE THAT, TAKE THAT!!!! IN YOUR FACES!!!!!!!!!!!!  Robbie won!",0.7067,Positive,
 no other reason? I wonder if she loves you,0.3612,Positive,
 happy birthday ness!!,0.6467,Positive,
" Wow, I really hope it gets better. Asthma sucks",0.8122,Positive,
feels ..my cousin is a monkey  http://plurk.com/p/x23pa,0,Neutral,
"charlie and the chocolate factory, in the mood for some johnny depp, then bed. Preparing for a 14 1/2 hour wok day tomorrow",0,Neutral,
 wasn`t the 'layers' just absolute positioned divs? Web compability killer,-0.6486,Negative,
Don`t you hate it when you`re left with one slice of bread left in the bag? Half sandwich.,-0.5719,Negative,
Loves random acts of kindness and laughter,0.872,Positive,
"Gha, off to work - hopefully traffic has cleared up by the time I get there!!",0.5696,Positive,
Just watched another episode of JONAS. Is it better than Hannah Montana? Very much true!,0.7407,Positive,
Going to meet the new family I`m babysitting for... Wish I was still sleeeeping,0.4019,Positive,
 Hi Heather. I dont know why... but I just saw your messages from April!! Have not been very twitter friendly...,0,Neutral,
 I can`t belive you only have one episode to go  ****,0,Neutral,
 you can also watch Family Guy online. www.fancast.com  And yes I am a total shill.,0.4019,Positive,
 I know right  Poorpoor girl! It shows why they shouldn`t put young people in competitions like this though (.....) -,0.4199,Positive,
NOT excited for 32 people reservation in the morning  **** LOVIN halo3 right now for sure too,0.068,Positive,
" wowie wooie someone updated their twitter without me having to remind you. I`m not even mad,I`m impressed.  how was the lasagna ?",-0.3724,Negative,
Today is another good day for some less extreme experiences... Anyone a fan of #24? I`m watching season 4 now,0.6369,Positive,
" i was going tonight, but you never wrote me back with the info  im sososo sad...",0,Neutral,
 still not 100%    im sick of being sick!,0.6904,Positive,
_collins I`m not sure I understand how this twitter thing works...,-0.2411,Negative,
wat a stressful week i jus hope everything falls into place 4me,-0.1027,Negative,
with hubby at the dentist ready to hold his hand  and getting nervy about potentially buying a car tomorrow,0.6908,Positive,
Aww I got to see my 1st grade teacher`s last day before she retired,0,Neutral,
" For sure you should continue to Tweet WHILE on conf call, WHILE worrying about cat and bee.",-0.0258,Negative,
"LOL! Made a huge mess of my school shirt, was using charcoal sticks in 2D art",0.561,Positive,
 when will she b finished,0,Neutral,
BGT made me cry tonight,-0.4767,Negative,
"gawww, why is facebook being so slow?",0,Neutral,
 im cool  cant wait to hear these stories xoxo,0.743,Positive,
Bird poo update... Managed to clean it all off but some slight stainage remains  any tips?,0.2144,Positive,
Also I was conviced to do a happy dance and then told it was the most adorable happy dance ever,0.8977,Positive,
I day til NYC!!!! and the journey soon begins!!! Music baby,0,Neutral,
i feel in love with pizza girl... now i eat pizza everyday,0.6369,Positive,
 11 30s way early! anyway nigth night  love you!,0.6988,Positive,
" If i say PLEASE REPLY TO ME DOUGIE, will you do it? I double dare you",0.4648,Positive,
 I`m not either. We should have went out *snicker* Although I am enjoying listening to RR and my beer,0.5267,Positive,
 Hey Esmee. How U doing?,0,Neutral,
" MUAHAHAHHAHAHA...   well, maybe they think I`m crazy or something. I haven`t scared  yet though",-0.4939,Negative,
" nope..not drunk..sometimes I think maybe I should..then maybe Twitter would make sense, ya know!",0,Neutral,
